Nutrient,Day,Rep,Community,OD,S0
LN,2,2,C1,0.3574,6
LN,2,3,C1,0.3705,6
LN,3,1,C1,0.347499996,6
LN,3,2,C1,0.350899994,6
LN,3,3,C1,0.343400002,6
LN,4,1,C1,0.34889999,6
LN,4,2,C1,0.334800005,6
LN,4,3,C1,0.323100001,6
LN,5,1,C1,0.402700007,6
LN,5,2,C1,0.3838,6
LN,5,3,C1,0.361299992,6
LN,6,1,C1,0.383899987,6
LN,6,2,C1,0.363599986,6
LN,6,3,C1,0.360399991,6
LN,7,1,C1,0.414499998,6
LN,7,2,C1,0.36500001,6
LN,7,3,C1,0.345699996,6
LN,8,1,C1,0.3838,6
LN,8,2,C1,0.39230001,6
LN,8,3,C1,0.380400002,6
LN,9,1,C1,0.378100008,6
LN,9,2,C1,0.385100007,6
LN,9,3,C1,0.377600014,6
LN,10,1,C1,0.394199997,6
LN,10,2,C1,0.365999997,6
LN,10,3,C1,0.387300014,6
LN,0,1,C2,0.248999998,6
LN,0,2,C2,0.248999998,6
LN,0,3,C2,0.248999998,6
LN,1,1,C2,0.379200011,6
LN,1,2,C2,0.385699987,6
LN,1,3,C2,0.386999995,6
LN,2,1,C2,0.3946,6
LN,2,2,C2,0.4005,6
LN,2,3,C2,0.4035,6
LN,3,1,C2,0.393700004,6
LN,3,2,C2,0.398699999,6
LN,3,3,C2,0.404100001,6
LN,4,1,C2,0.395300001,6
LN,4,2,C2,0.396100014,6
LN,4,3,C2,0.408800006,6
LN,5,1,C2,0.374900013,6
LN,5,2,C2,0.371100008,6
LN,5,3,C2,0.372999996,6
LN,6,1,C2,0.370400012,6
LN,6,2,C2,0.368499994,6
LN,6,3,C2,0.399300009,6
LN,7,1,C2,0.381999999,6
LN,7,2,C2,0.369300008,6
LN,7,3,C2,0.386000007,6
LN,8,1,C2,0.3662,6
LN,8,2,C2,0.387400001,6
LN,8,3,C2,0.385600001,6
LN,9,1,C2,0.351099998,6
LN,9,2,C2,0.380800009,6
LN,9,3,C2,0.372900009,6
LN,10,1,C2,0.380499989,6
LN,10,2,C2,0.384299994,6
LN,10,3,C2,0.40959999,6
LN,0,1,C3,0.234500006,6
LN,0,2,C3,0.234500006,6
LN,0,3,C3,0.234500006,6
LN,1,1,C3,0.345099986,6
LN,1,2,C3,0.351799995,6
LN,1,3,C3,0.364600003,6
LN,2,1,C3,0.4358,6
LN,2,2,C3,0.3528,6
LN,2,3,C3,0.3334,6
LN,3,1,C3,0.373899996,6
LN,3,2,C3,0.330599993,6
LN,3,3,C3,0.339100003,6
LN,4,1,C3,0.341600001,6
LN,4,2,C3,0.411199987,6
LN,4,3,C3,0.397399992,6
LN,5,1,C3,0.32069999,6
LN,5,2,C3,0.286000013,6
LN,5,3,C3,0.275400013,6
LN,6,1,C3,0.360000014,6
LN,6,2,C3,0.363099992,6
LN,6,3,C3,0.328999996,6
LN,7,1,C3,0.288599998,6
LN,7,2,C3,0.327899992,6
LN,7,3,C3,0.274800003,6
LN,8,1,C3,0.360399991,6
LN,8,2,C3,0.299899995,6
LN,8,3,C3,0.352600008,6
LN,9,1,C3,0.292899996,6
LN,9,2,C3,0.287,6
LN,9,3,C3,0.280400008,6
LN,10,1,C3,0.314999998,6
LN,10,2,C3,0.338099986,6
LN,10,3,C3,0.284000009,6
LN,0,1,C4,0.186000004,6
LN,0,2,C4,0.186000004,6
LN,0,3,C4,0.186000004,6
LN,1,1,C4,0.324999988,6
LN,1,2,C4,0.328299999,6
LN,1,3,C4,0.332500011,6
LN,2,1,C4,0.3332,6
LN,2,2,C4,0.3573,6
LN,2,3,C4,0.3541,6
LN,3,1,C4,0.310000002,6
LN,3,2,C4,0.313199997,6
LN,3,3,C4,0.326000005,6
LN,4,1,C4,0.314700007,6
LN,4,2,C4,0.347600013,6
LN,4,3,C4,0.374199986,6
LN,5,1,C4,0.281300008,6
LN,5,2,C4,0.327100009,6
LN,5,3,C4,0.313899994,6
LN,6,1,C4,0.277099997,6
LN,6,2,C4,0.358700007,6
LN,6,3,C4,0.358500004,6
LN,7,1,C4,0.296400011,6
LN,7,2,C4,0.289299995,6
LN,7,3,C4,0.310099989,6
LN,8,1,C4,0.341399997,6
LN,8,2,C4,0.338699996,6
LN,8,3,C4,0.363400012,6
LN,9,1,C4,0.30340001,6
LN,9,2,C4,0.328399986,6
LN,9,3,C4,0.322699994,6
LN,10,1,C4,0.262699991,6
LN,10,2,C4,0.287999988,6
LN,10,3,C4,0.290100008,6
LN,0,1,C5,0.2075,6
LN,0,2,C5,0.2075,6
LN,0,3,C5,0.2075,6
LN,1,1,C5,0.29519999,6
LN,1,2,C5,0.335099995,6
LN,1,3,C5,0.343899995,6
LN,2,1,C5,0.3025,6
LN,2,2,C5,0.3207,6
LN,2,3,C5,0.3208,6
LN,3,1,C5,0.286900014,6
LN,3,2,C5,0.286500007,6
LN,3,3,C5,0.291299999,6
LN,4,1,C5,0.293599993,6
LN,4,2,C5,0.287999988,6
LN,4,3,C5,0.295300007,6
LN,5,1,C5,0.283600003,6
LN,5,2,C5,0.305799991,6
LN,5,3,C5,0.302300006,6
LN,6,1,C5,0.27669999,6
LN,6,2,C5,0.303600013,6
LN,6,3,C5,0.278400004,6
LN,7,1,C5,0.276499987,6
LN,7,2,C5,0.259799987,6
LN,7,3,C5,0.2597,6
LN,8,1,C5,0.289499998,6
LN,8,2,C5,0.317000002,6
LN,8,3,C5,0.316900015,6
LN,9,1,C5,0.303200006,6
LN,9,2,C5,0.221000001,6
LN,9,3,C5,0.316100001,6
LN,10,1,C5,0.324000001,6
LN,10,2,C5,0.356299996,6
LN,10,3,C5,0.329100013,6
LN,0,1,C6,0.2393,6
LN,0,2,C6,0.2393,6
LN,0,3,C6,0.2393,6
LN,1,1,C6,0.377900004,6
LN,1,2,C6,0.376100004,6
LN,1,3,C6,0.375200003,6
LN,2,1,C6,0.3506,6
LN,2,2,C6,0.3394,6
LN,2,3,C6,0.3401,6
LN,3,1,C6,0.315600008,6
LN,3,2,C6,0.33950001,6
LN,3,3,C6,0.345400006,6
LN,4,1,C6,0.345800012,6
LN,4,2,C6,0.343600005,6
LN,4,3,C6,0.3213,6
LN,5,1,C6,0.289700001,6
LN,5,2,C6,0.294699997,6
LN,5,3,C6,0.32159999,6
LN,6,1,C6,0.323199987,6
LN,6,2,C6,0.318300009,6
LN,6,3,C6,0.289900005,6
LN,7,1,C6,0.331999987,6
LN,7,2,C6,0.347900003,6
LN,7,3,C6,0.321799994,6
LN,8,1,C6,0.323799998,6
LN,8,2,C6,0.334199995,6
LN,8,3,C6,0.312700003,6
LN,9,1,C6,0.3292,6
LN,9,2,C6,0.345200002,6
LN,9,3,C6,0.331200004,6
LN,10,1,C6,0.346300006,6
LN,10,2,C6,0.352200001,6
LN,10,3,C6,0.351200014,6
LN,0,1,C7,0.2662,6
LN,0,2,C7,0.2662,6
LN,0,3,C7,0.2662,6
LN,1,1,C7,0.327600002,6
LN,1,2,C7,0.340799987,6
LN,1,3,C7,0.374000013,6
LN,2,1,C7,0.4531,6
LN,2,2,C7,0.3958,6
LN,2,3,C7,0.4035,6
LN,3,1,C7,0.394400001,6
LN,3,2,C7,0.385100007,6
LN,3,3,C7,0.378500015,6
LN,4,1,C7,0.398499995,6
LN,4,2,C7,0.420399994,6
LN,4,3,C7,0.4014,6
LN,5,1,C7,0.318100005,6
LN,5,2,C7,0.330900013,6
LN,5,3,C7,0.326299995,6
LN,6,1,C7,0.345600009,6
LN,6,2,C7,0.370900005,6
LN,6,3,C7,0.324699998,6
LN,7,1,C7,0.352299988,6
LN,7,2,C7,0.335200012,6
LN,7,3,C7,0.353199989,6
LN,8,1,C7,0.388200015,6
LN,8,2,C7,0.387800008,6
LN,8,3,C7,0.389899999,6
LN,9,1,C7,0.361799985,6
LN,9,2,C7,0.362199992,6
LN,9,3,C7,0.369700015,6
LN,10,1,C7,0.380299985,6
LN,10,2,C7,0.378600001,6
LN,10,3,C7,0.364300013,6
LN,0,1,C8,0.2408,6
LN,0,2,C8,0.2408,6
LN,0,3,C8,0.2408,6
LN,1,1,C8,0.368099988,6
LN,1,2,C8,0.358799994,6
LN,1,3,C8,0.367799997,6
LN,2,1,C8,0.3675,6
LN,2,2,C8,0.3276,6
LN,2,3,C8,0.3249,6
LN,3,1,C8,0.346100003,6
LN,3,2,C8,0.354299992,6
LN,3,3,C8,0.355599999,6
LN,4,1,C8,0.334500015,6
LN,4,2,C8,0.325100005,6
LN,4,3,C8,0.368099988,6
LN,5,1,C8,0.308899999,6
LN,5,2,C8,0.307000011,6
LN,5,3,C8,0.2958,6
LN,6,1,C8,0.362199992,6
LN,6,2,C8,0.360199988,6
LN,6,3,C8,0.348399997,6
LN,7,1,C8,0.325800002,6
LN,7,2,C8,0.320499986,6
LN,7,3,C8,0.330000013,6
LN,8,1,C8,0.366600007,6
LN,8,2,C8,0.369300008,6
LN,8,3,C8,0.373800009,6
LN,9,1,C8,0.307200015,6
LN,9,2,C8,0.308499992,6
LN,9,3,C8,0.321099997,6
LN,10,1,C8,0.361999989,6
LN,10,2,C8,0.374900013,6
LN,10,3,C8,0.401899993,6
LN,0,1,C1,0.245,12
LN,0,2,C1,0.245,12
LN,0,3,C1,0.245,12
LN,1,1,C1,0.400700003,12
LN,1,2,C1,0.40169999,12
LN,1,3,C1,0.382400006,12
LN,2,1,C1,0.3806,12
LN,2,2,C1,0.379,12
LN,2,3,C1,0.376,12
LN,3,1,C1,0.407000005,12
LN,3,2,C1,0.399599999,12
LN,3,3,C1,0.404000014,12
LN,4,1,C1,0.388500005,12
LN,4,2,C1,0.385800004,12
LN,4,3,C1,0.388900012,12
LN,5,1,C1,0.403299987,12
LN,5,2,C1,0.413399994,12
LN,5,3,C1,0.404700011,12
LN,6,1,C1,0.419400007,12
LN,6,2,C1,0.41960001,12
LN,6,3,C1,0.419,12
LN,7,1,C1,0.351099998,12
LN,7,2,C1,0.364600003,12
LN,7,3,C1,0.413500011,12
LN,8,1,C1,0.381500006,12
LN,8,2,C1,0.40200001,12
LN,8,3,C1,0.407400012,12
LN,9,1,C1,0.364800006,12
LN,9,2,C1,0.378100008,12
LN,9,3,C1,0.414200008,12
LN,10,1,C1,0.371399999,12
LN,10,2,C1,0.405600011,12
LN,10,3,C1,0.408699989,12
LN,0,1,C2,0.21,12
LN,0,2,C2,0.21,12
LN,0,3,C2,0.21,12
LN,1,1,C2,0.339300007,12
LN,1,2,C2,0.33860001,12
LN,1,3,C2,0.329899997,12
LN,2,1,C2,0.2576,12
LN,2,2,C2,0.331,12
LN,2,3,C2,0.2982,12
LN,3,1,C2,0.353599995,12
LN,3,2,C2,0.289700001,12
LN,3,3,C2,0.316900015,12
LN,4,1,C2,0.298799992,12
LN,4,2,C2,0.314700007,12
LN,4,3,C2,0.361900002,12
LN,5,1,C2,0.310499996,12
LN,5,2,C2,0.282099992,12
LN,5,3,C2,0.351999998,12
LN,6,1,C2,0.335200012,12
LN,6,2,C2,0.322299987,12
LN,6,3,C2,0.315800011,12
LN,7,1,C2,0.338499993,12
LN,7,2,C2,0.297300011,12
LN,7,3,C2,0.3398,12
LN,8,1,C2,0.32980001,12
LN,8,2,C2,0.32069999,12
LN,8,3,C2,0.351099998,12
LN,9,1,C2,0.289000005,12
LN,9,2,C2,0.27759999,12
LN,9,3,C2,0.322899997,12
LN,10,1,C2,0.335000008,12
LN,10,2,C2,0.315100014,12
LN,10,3,C2,0.365099996,12
LN,0,1,C3,0.21,12
LN,0,2,C3,0.21,12
LN,0,3,C3,0.21,12
LN,1,1,C3,0.394600004,12
LN,1,2,C3,0.404500008,12
LN,1,3,C3,0.385600001,12
LN,2,1,C3,0.3898,12
LN,2,2,C3,0.3622,12
LN,2,3,C3,0.4029,12
LN,3,1,C3,0.382499993,12
LN,3,2,C3,0.335700005,12
LN,3,3,C3,0.416200012,12
LN,4,1,C3,0.404300004,12
LN,4,2,C3,0.346199989,12
LN,4,3,C3,0.425300002,12
LN,5,1,C3,0.353100002,12
LN,5,2,C3,0.300099999,12
LN,5,3,C3,0.417199999,12
LN,6,1,C3,0.326999992,12
LN,6,2,C3,0.379099995,12
LN,6,3,C3,0.412099987,12
LN,7,1,C3,0.352600008,12
LN,7,2,C3,0.371399999,12
LN,7,3,C3,0.429699987,12
LN,8,1,C3,0.325199991,12
LN,8,2,C3,0.388700008,12
LN,8,3,C3,0.422399998,12
LN,9,1,C3,0.345200002,12
LN,9,2,C3,0.375099987,12
LN,9,3,C3,0.442299992,12
LN,10,1,C3,0.357300013,12
LN,10,2,C3,0.418300003,12
LN,10,3,C3,0.417400002,12
LN,0,1,C4,0.25,12
LN,0,2,C4,0.25,12
LN,0,3,C4,0.25,12
LN,1,1,C4,0.36649999,12
LN,1,2,C4,0.333999991,12
LN,1,3,C4,0.376700014,12
LN,2,1,C4,0.3434,12
LN,2,2,C4,0.3372,12
LN,2,3,C4,0.3959,12
LN,3,1,C4,0.337099999,12
LN,3,2,C4,0.381799996,12
LN,3,3,C4,0.362899989,12
LN,4,1,C4,0.333799988,12
LN,4,2,C4,0.318699986,12
LN,4,3,C4,0.381599993,12
LN,5,1,C4,0.3222,12
LN,5,2,C4,0.311399996,12
LN,5,3,C4,0.307599992,12
LN,6,1,C4,0.391600013,12
LN,6,2,C4,0.37560001,12
LN,6,3,C4,0.372299999,12
LN,7,1,C4,0.326400012,12
LN,7,2,C4,0.327300012,12
LN,7,3,C4,0.318199992,12
LN,8,1,C4,0.332700014,12
LN,8,2,C4,0.332199991,12
LN,8,3,C4,0.3759,12
LN,9,1,C4,0.361999989,12
LN,9,2,C4,0.385399997,12
LN,9,3,C4,0.341100007,12
LN,10,1,C4,0.342799991,12
LN,10,2,C4,0.326900005,12
LN,10,3,C4,0.362599999,12
LN,0,1,C5,0.24,12
LN,0,2,C5,0.24,12
LN,0,3,C5,0.24,12
LN,1,1,C5,0.354799986,12
LN,1,2,C5,0.415300012,12
LN,1,3,C5,0.397899985,12
LN,2,1,C5,0.3621,12
LN,2,2,C5,0.3266,12
LN,2,3,C5,0.3932,12
LN,3,1,C5,0.362100005,12
LN,3,2,C5,0.368499994,12
LN,3,3,C5,0.395599991,12
LN,4,1,C5,0.41929999,12
LN,4,2,C5,0.369399995,12
LN,4,3,C5,0.379000008,12
LN,5,1,C5,0.349700004,12
LN,5,2,C5,0.349599987,12
LN,5,3,C5,0.366100013,12
LN,6,1,C5,0.353399992,12
LN,6,2,C5,0.394699991,12
LN,6,3,C5,0.351099998,12
LN,7,1,C5,0.321999997,12
LN,7,2,C5,0.333400011,12
LN,7,3,C5,0.415300012,12
LN,8,1,C5,0.341500014,12
LN,8,2,C5,0.352800012,12
LN,8,3,C5,0.391600013,12
LN,9,1,C5,0.32069999,12
LN,9,2,C5,0.343699992,12
LN,9,3,C5,0.416200012,12
LN,10,1,C5,0.329699993,12
LN,10,2,C5,0.424800009,12
LN,10,3,C5,0.384799987,12
LN,0,1,C6,0.2,12
LN,0,2,C6,0.2,12
LN,0,3,C6,0.2,12
LN,1,1,C6,0.369399995,12
LN,1,2,C6,0.354900002,12
LN,1,3,C6,0.346700013,12
LN,2,1,C6,0.373,12
LN,2,2,C6,0.3544,12
LN,2,3,C6,0.3613,12
LN,3,1,C6,0.364499986,12
LN,3,2,C6,0.351599991,12
LN,3,3,C6,0.36590001,12
LN,4,1,C6,0.366899997,12
LN,4,2,C6,0.380800009,12
LN,4,3,C6,0.362899989,12
LN,5,1,C6,0.333400011,12
LN,5,2,C6,0.323900014,12
LN,5,3,C6,0.332100004,12
LN,6,1,C6,0.386000007,12
LN,6,2,C6,0.375699997,12
LN,6,3,C6,0.31310001,12
LN,7,1,C6,0.344599992,12
LN,7,2,C6,0.3477,12
LN,7,3,C6,0.356400013,12
LN,8,1,C6,0.381700009,12
LN,8,2,C6,0.369100004,12
LN,8,3,C6,0.367900014,12
LN,9,1,C6,0.32069999,12
LN,9,2,C6,0.326599985,12
LN,9,3,C6,0.363700002,12
LN,10,1,C6,0.363000005,12
LN,10,2,C6,0.356099993,12
LN,10,3,C6,0.368499994,12
LN,0,1,C7,0.23,12
LN,0,2,C7,0.23,12
LN,0,3,C7,0.23,12
LN,1,1,C7,0.407799989,12
LN,1,2,C7,0.392699987,12
LN,1,3,C7,0.368699998,12
LN,2,1,C7,0.3079,12
LN,2,2,C7,0.3071,12
LN,2,3,C7,0.4118,12
LN,3,1,C7,0.354900002,12
LN,3,2,C7,0.390799999,12
LN,3,3,C7,0.405800015,12
LN,4,1,C7,0.429899991,12
LN,4,2,C7,0.436500013,12
LN,4,3,C7,0.413399994,12
LN,5,1,C7,0.553200006,12
LN,5,2,C7,0.324400008,12
LN,5,3,C7,0.335200012,12
LN,6,1,C7,0.400400013,12
LN,6,2,C7,0.33950001,12
LN,6,3,C7,0.408199996,12
LN,7,1,C7,0.437400013,12
LN,7,2,C7,0.32980001,12
LN,7,3,C7,0.414999992,12
LN,8,1,C7,0.4278,12
LN,8,2,C7,0.42719999,12
LN,8,3,C7,0.417100012,12
LN,9,1,C7,0.395900011,12
LN,9,2,C7,0.350800008,12
LN,9,3,C7,0.412,12
LN,10,1,C7,0.404000014,12
LN,10,2,C7,0.361699998,12
LN,10,3,C7,0.391200006,12
LN,0,1,C8,0.24,12
LN,0,2,C8,0.24,12
LN,0,3,C8,0.24,12
LN,1,1,C8,0.350400001,12
LN,1,2,C8,0.313300014,12
LN,1,3,C8,0.375200003,12
LN,2,1,C8,0.3371,12
LN,2,2,C8,0.3515,12
LN,2,3,C8,0.3608,12
LN,3,1,C8,0.367799997,12
LN,3,2,C8,0.376100004,12
LN,3,3,C8,0.377400011,12
LN,4,1,C8,0.403800011,12
LN,4,2,C8,0.37650001,12
LN,4,3,C8,0.384499997,12
LN,5,1,C8,0.378199995,12
LN,5,2,C8,0.392500013,12
LN,5,3,C8,0.388200015,12
LN,6,1,C8,0.391499996,12
LN,6,2,C8,0.408100009,12
LN,6,3,C8,0.4287,12
LN,7,1,C8,0.406699985,12
LN,7,2,C8,0.388099998,12
LN,7,3,C8,0.408399999,12
LN,8,1,C8,0.406300008,12
